Grid Size,63
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
0,1,32,27,2.2222230000000067,2.222222,0,-23.9567555,1.8975039999999999,0
0,1,32,28,2.2222209999999976,2.222222,0,-21.734533499999998,1.8975039999999999,0
0,1,33,28,2.2222209999999976,2.2222220000000004,0,-21.734533499999998,4.119726,0
0,1,34,28,2.2222209999999976,2.2222220000000004,0,-21.734533499999998,6.341948,0
0,1,34,27,2.2222230000000067,2.2222220000000004,0,-23.9567555,6.341948,0
0,0,33,28,2.2222209999999976,2.2222220000000004,0,-21.734533499999998,4.119726,0
0,1,34,27,2.2222230000000067,2.2222220000000004,0,-23.9567555,6.341948,0
0,1,33,27,2.2222230000000067,2.2222220000000004,0,-23.9567555,4.119726,0
0,1,32,27,2.2222230000000067,2.222222,0,-23.9567555,1.8975039999999999,0
0,1,32,28,2.2222209999999976,2.222222,0,-21.734533499999998,1.8975039999999999,0
0,1,32,29,2.2222240000000006,2.222222,0,-19.512310999999997,1.8975039999999999,0
0,1,33,29,2.2222240000000006,2.2222220000000004,0,-19.512310999999997,4.119726,0
0,1,34,29,2.2222240000000006,2.2222220000000004,0,-19.512310999999997,6.341948,0
0,1,34,28,2.2222209999999976,2.2222220000000004,0,-21.734533499999998,6.341948,0
0,0,33,29,2.2222240000000006,2.2222220000000004,0,-19.512310999999997,4.119726,0
0,1,34,28,2.2222209999999976,2.2222220000000004,0,-21.734533499999998,6.341948,0
0,1,33,28,2.2222209999999976,2.2222220000000004,0,-21.734533499999998,4.119726,0
0,1,32,28,2.2222209999999976,2.222222,0,-21.734533499999998,1.8975039999999999,0
0,1,32,29,2.2222240000000006,2.222222,0,-19.512310999999997,1.8975039999999999,0
0,1,32,30,2.222220999999994,2.222222,0,-17.290088500000003,1.8975039999999999,0
0,1,33,30,2.222220999999994,2.2222220000000004,0,-17.290088500000003,4.119726,0
0,1,34,30,2.222220999999994,2.2222220000000004,0,-17.290088500000003,6.341948,0
0,1,34,29,2.2222240000000006,2.2222220000000004,0,-19.512310999999997,6.341948,0
0,0,33,30,2.222220999999994,2.2222220000000004,0,-17.290088500000003,4.119726,0
0,1,34,29,2.2222240000000006,2.2222220000000004,0,-19.512310999999997,6.341948,0
0,1,33,29,2.2222240000000006,2.2222220000000004,0,-19.512310999999997,4.119726,0
0,1,32,29,2.2222240000000006,2.222222,0,-19.512310999999997,1.8975039999999999,0
0,1,32,30,2.222220999999994,2.222222,0,-17.290088500000003,1.8975039999999999,0
0,1,32,31,2.222222000000002,2.222222,0,-15.067867000000003,1.8975039999999999,0
0,1,33,31,2.222222000000002,2.2222220000000004,0,-15.067867000000003,4.119726,0
0,1,34,31,2.222222000000002,2.2222220000000004,0,-15.067867000000003,6.341948,0
0,1,34,30,2.222220999999994,2.2222220000000004,0,-17.290088500000003,6.341948,0
0,0,33,31,2.222222000000002,2.2222220000000004,0,-15.067867000000003,4.119726,0
0,1,34,30,2.222220999999994,2.2222220000000004,0,-17.290088500000003,6.341948,0
0,1,33,30,2.222220999999994,2.2222220000000004,0,-17.290088500000003,4.119726,0
0,1,32,30,2.222220999999994,2.222222,0,-17.290088500000003,1.8975039999999999,0
0,1,32,31,2.222222000000002,2.222222,0,-15.067867000000003,1.8975039999999999,0
0,1,32,32,2.222223000000003,2.222222,0,-12.8456445,1.8975039999999999,0
0,1,33,32,2.222223000000003,2.2222220000000004,0,-12.8456445,4.119726,0
0,1,34,32,2.222223000000003,2.2222220000000004,0,-12.8456445,6.341948,0
0,1,34,31,2.222222000000002,2.2222220000000004,0,-15.067867000000003,6.341948,0
0,0,33,32,2.222223000000003,2.2222220000000004,0,-12.8456445,4.119726,0
0,1,34,31,2.222222000000002,2.2222220000000004,0,-15.067867000000003,6.341948,0
0,1,33,31,2.222222000000002,2.2222220000000004,0,-15.067867000000003,4.119726,0
0,1,32,31,2.222222000000002,2.222222,0,-15.067867000000003,1.8975039999999999,0
0,1,32,32,2.222223000000003,2.222222,0,-12.8456445,1.8975039999999999,0
0,1,32,33,2.2222209999999993,2.222222,0,-10.6234225,1.8975039999999999,0
0,1,33,33,2.2222209999999993,2.2222220000000004,0,-10.6234225,4.119726,0
0,1,34,33,2.2222209999999993,2.2222220000000004,0,-10.6234225,6.341948,0
0,1,34,32,2.222223000000003,2.2222220000000004,0,-12.8456445,6.341948,0
0,0,33,33,2.2222209999999993,2.2222220000000004,0,-10.6234225,4.119726,0
0,1,34,32,2.222223000000003,2.2222220000000004,0,-12.8456445,6.341948,0
0,1,33,32,2.222223000000003,2.2222220000000004,0,-12.8456445,4.119726,0
0,1,32,32,2.222223000000003,2.222222,0,-12.8456445,1.8975039999999999,0
0,1,32,33,2.2222209999999993,2.222222,0,-10.6234225,1.8975039999999999,0
0,1,32,34,2.2222219999999995,2.222222,0,-8.401201,1.8975039999999999,0
0,1,33,34,2.2222219999999995,2.2222220000000004,0,-8.401201,4.119726,0
0,1,34,34,2.2222219999999995,2.2222220000000004,0,-8.401201,6.341948,0
0,1,34,33,2.2222209999999993,2.2222220000000004,0,-10.6234225,6.341948,0
0,0,33,34,2.2222219999999995,2.2222220000000004,0,-8.401201,4.119726,0
0,1,34,33,2.2222209999999993,2.2222220000000004,0,-10.6234225,6.341948,0
0,1,33,33,2.2222209999999993,2.2222220000000004,0,-10.6234225,4.119726,0
0,1,32,33,2.2222209999999993,2.222222,0,-10.6234225,1.8975039999999999,0
0,1,32,34,2.2222219999999995,2.222222,0,-8.401201,1.8975039999999999,0
0,1,32,35,2.2222230000000005,2.222222,0,-6.1789784999999995,1.8975039999999999,0
0,1,33,35,2.2222230000000005,2.2222220000000004,0,-6.1789784999999995,4.119726,0
0,1,34,35,2.2222230000000005,2.2222220000000004,0,-6.1789784999999995,6.341948,0
0,1,34,34,2.2222219999999995,2.2222220000000004,0,-8.401201,6.341948,0
0,0,33,35,2.2222230000000005,2.2222220000000004,0,-6.1789784999999995,4.119726,0
0,1,34,34,2.2222219999999995,2.2222220000000004,0,-8.401201,6.341948,0
0,1,33,34,2.2222219999999995,2.2222220000000004,0,-8.401201,4.119726,0
0,1,32,34,2.2222219999999995,2.222222,0,-8.401201,1.8975039999999999,0
0,1,32,35,2.2222230000000005,2.222222,0,-6.1789784999999995,1.8975039999999999,0
0,1,32,36,2.2222210000000002,2.222222,0,-3.9567564999999996,1.8975039999999999,0
0,1,33,36,2.2222210000000002,2.2222220000000004,0,-3.9567564999999996,4.119726,0
0,1,34,36,2.2222210000000002,2.2222220000000004,0,-3.9567564999999996,6.341948,0
0,1,34,35,2.2222230000000005,2.2222220000000004,0,-6.1789784999999995,6.341948,0
0,0,33,36,2.2222210000000002,2.2222220000000004,0,-3.9567564999999996,4.119726,0
0,1,34,35,2.2222230000000005,2.2222220000000004,0,-6.1789784999999995,6.341948,0
0,1,33,35,2.2222230000000005,2.2222220000000004,0,-6.1789784999999995,4.119726,0
0,1,32,35,2.2222230000000005,2.222222,0,-6.1789784999999995,1.8975039999999999,0
0,1,32,36,2.2222210000000002,2.222222,0,-3.9567564999999996,1.8975039999999999,0
0,1,32,37,2.2222219999999995,2.222222,0,-1.7345349999999997,1.8975039999999999,0
0,1,33,37,2.2222219999999995,2.2222220000000004,0,-1.7345349999999997,4.119726,0
0,1,34,37,2.2222219999999995,2.2222220000000004,0,-1.7345349999999997,6.341948,0
0,1,34,36,2.2222210000000002,2.2222220000000004,0,-3.9567564999999996,6.341948,0
0,0,33,37,2.2222219999999995,2.2222220000000004,0,-1.7345349999999997,4.119726,0
0,1,34,36,2.2222210000000002,2.2222220000000004,0,-3.9567564999999996,6.341948,0
0,1,33,36,2.2222210000000002,2.2222220000000004,0,-3.9567564999999996,4.119726,0
0,1,32,36,2.2222210000000002,2.222222,0,-3.9567564999999996,1.8975039999999999,0
0,1,32,37,2.2222219999999995,2.222222,0,-1.7345349999999997,1.8975039999999999,0
0,1,32,38,2.222223,2.222222,0,0.4876874999999999,1.8975039999999999,0
0,1,33,38,2.222223,2.2222220000000004,0,0.4876874999999999,4.119726,0
0,1,34,38,2.222223,2.2222220000000004,0,0.4876874999999999,6.341948,0
0,1,34,37,2.2222219999999995,2.2222220000000004,0,-1.7345349999999997,6.341948,0
0,0,33,38,2.222223,2.2222220000000004,0,0.4876874999999999,4.119726,0
0,1,34,37,2.2222219999999995,2.2222220000000004,0,-1.7345349999999997,6.341948,0
0,1,33,37,2.2222219999999995,2.2222220000000004,0,-1.7345349999999997,4.119726,0
0,1,32,37,2.2222219999999995,2.222222,0,-1.7345349999999997,1.8975039999999999,0
0,1,32,38,2.222223,2.222222,0,0.4876874999999999,1.8975039999999999,0
0,1,32,39,2.2222210000000002,2.222222,0,2.7099094999999997,1.8975039999999999,0
0,1,33,39,2.2222210000000002,2.2222220000000004,0,2.7099094999999997,4.119726,0
0,1,34,39,2.2222210000000002,2.2222220000000004,0,2.7099094999999997,6.341948,0
0,1,34,38,2.222223,2.2222220000000004,0,0.4876874999999999,6.341948,0
0,0,33,39,2.2222210000000002,2.2222220000000004,0,2.7099094999999997,4.119726,0
0,1,34,38,2.222223,2.2222220000000004,0,0.4876874999999999,6.341948,0
0,1,33,38,2.222223,2.2222220000000004,0,0.4876874999999999,4.119726,0
0,1,32,38,2.222223,2.222222,0,0.4876874999999999,1.8975039999999999,0
0,1,32,39,2.2222210000000002,2.222222,0,2.7099094999999997,1.8975039999999999,0
0,1,32,40,2.2222230000000014,2.222222,0,4.932131500000001,1.8975039999999999,0
0,1,33,40,2.2222230000000014,2.2222220000000004,0,4.932131500000001,4.119726,0
0,1,34,40,2.2222230000000014,2.2222220000000004,0,4.932131500000001,6.341948,0
0,1,34,39,2.2222210000000002,2.2222220000000004,0,2.7099094999999997,6.341948,0
0,0,33,40,2.2222230000000014,2.2222220000000004,0,4.932131500000001,4.119726,0
0,1,34,39,2.2222210000000002,2.2222220000000004,0,2.7099094999999997,6.341948,0
0,1,33,39,2.2222210000000002,2.2222220000000004,0,2.7099094999999997,4.119726,0
0,1,32,39,2.2222210000000002,2.222222,0,2.7099094999999997,1.8975039999999999,0
0,1,32,40,2.2222230000000014,2.222222,0,4.932131500000001,1.8975039999999999,0
0,1,32,41,2.2222219999999995,2.222222,0,7.154354000000001,1.8975039999999999,0
0,1,33,41,2.2222219999999995,2.2222220000000004,0,7.154354000000001,4.119726,0
0,1,34,41,2.2222219999999995,2.2222220000000004,0,7.154354000000001,6.341948,0
0,1,34,40,2.2222230000000014,2.2222220000000004,0,4.932131500000001,6.341948,0
0,0,33,41,2.2222219999999995,2.2222220000000004,0,7.154354000000001,4.119726,0
0,1,34,40,2.2222230000000014,2.2222220000000004,0,4.932131500000001,6.341948,0
0,1,33,40,2.2222230000000014,2.2222220000000004,0,4.932131500000001,4.119726,0
0,1,32,40,2.2222230000000014,2.222222,0,4.932131500000001,1.8975039999999999,0
0,1,32,41,2.2222219999999995,2.222222,0,7.154354000000001,1.8975039999999999,0
0,1,32,42,2.222221000000001,2.222222,0,9.376575500000001,1.8975039999999999,0
0,1,33,42,2.222221000000001,2.2222220000000004,0,9.376575500000001,4.119726,0
0,1,34,42,2.222221000000001,2.2222220000000004,0,9.376575500000001,6.341948,0
0,1,34,41,2.2222219999999995,2.2222220000000004,0,7.154354000000001,6.341948,0
0,0,33,42,2.222221000000001,2.2222220000000004,0,9.376575500000001,4.119726,0
0,1,34,41,2.2222219999999995,2.2222220000000004,0,7.154354000000001,6.341948,0
0,1,33,41,2.2222219999999995,2.2222220000000004,0,7.154354000000001,4.119726,0
0,1,32,41,2.2222219999999995,2.222222,0,7.154354000000001,1.8975039999999999,0
0,1,32,42,2.222221000000001,2.222222,0,9.376575500000001,1.8975039999999999,0
0,1,32,43,2.222222999999998,2.222222,0,11.5987975,1.8975039999999999,0
0,1,33,43,2.222222999999998,2.2222220000000004,0,11.5987975,4.119726,0
0,1,34,43,2.222222999999998,2.2222220000000004,0,11.5987975,6.341948,0
0,1,34,42,2.222221000000001,2.2222220000000004,0,9.376575500000001,6.341948,0
0,0,33,43,2.222222999999998,2.2222220000000004,0,11.5987975,4.119726,0
0,1,34,42,2.222221000000001,2.2222220000000004,0,9.376575500000001,6.341948,0
0,1,33,42,2.222221000000001,2.2222220000000004,0,9.376575500000001,4.119726,0
0,1,32,42,2.222221000000001,2.222222,0,9.376575500000001,1.8975039999999999,0
0,1,32,43,2.222222999999998,2.222222,0,11.5987975,1.8975039999999999,0
0,1,32,44,2.2222220000000004,2.222222,0,13.82102,1.8975039999999999,0
0,1,33,44,2.2222220000000004,2.2222220000000004,0,13.82102,4.119726,0
0,1,34,44,2.2222220000000004,2.2222220000000004,0,13.82102,6.341948,0
0,1,34,43,2.222222999999998,2.2222220000000004,0,11.5987975,6.341948,0
0,0,33,44,2.2222220000000004,2.2222220000000004,0,13.82102,4.119726,0
0,1,34,43,2.222222999999998,2.2222220000000004,0,11.5987975,6.341948,0
0,1,33,43,2.222222999999998,2.2222220000000004,0,11.5987975,4.119726,0
0,1,32,43,2.222222999999998,2.222222,0,11.5987975,1.8975039999999999,0
0,1,32,44,2.2222220000000004,2.222222,0,13.82102,1.8975039999999999,0
0,1,32,45,2.222223000000005,2.222222,0,16.0432425,1.8975039999999999,0
0,1,33,45,2.222223000000005,2.2222220000000004,0,16.0432425,4.119726,0
0,1,34,45,2.222223000000005,2.2222220000000004,0,16.0432425,6.341948,0
0,1,34,44,2.2222220000000004,2.2222220000000004,0,13.82102,6.341948,0
0,0,33,45,2.222223000000005,2.2222220000000004,0,16.0432425,4.119726,0
0,1,34,44,2.2222220000000004,2.2222220000000004,0,13.82102,6.341948,0
0,1,33,44,2.2222220000000004,2.2222220000000004,0,13.82102,4.119726,0
0,1,32,44,2.2222220000000004,2.222222,0,13.82102,1.8975039999999999,0
0,1,32,45,2.222223000000005,2.222222,0,16.0432425,1.8975039999999999,0
0,1,32,46,2.2222209999999976,2.222222,0,18.265464500000004,1.8975039999999999,0
0,1,33,46,2.2222209999999976,2.2222220000000004,0,18.265464500000004,4.119726,0
0,1,34,46,2.2222209999999976,2.2222220000000004,0,18.265464500000004,6.341948,0
0,1,34,45,2.222223000000005,2.2222220000000004,0,16.0432425,6.341948,0
0,0,33,46,2.2222209999999976,2.2222220000000004,0,18.265464500000004,4.119726,0
0,1,34,45,2.222223000000005,2.2222220000000004,0,16.0432425,6.341948,0
0,1,33,45,2.222223000000005,2.2222220000000004,0,16.0432425,4.119726,0
0,1,32,45,2.222223000000005,2.222222,0,16.0432425,1.8975039999999999,0
0,1,32,46,2.2222209999999976,2.222222,0,18.265464500000004,1.8975039999999999,0
0,1,32,47,2.2222289999999987,2.222222,0,20.487689500000002,1.8975039999999999,0
0,1,33,47,2.2222289999999987,2.2222220000000004,0,20.487689500000002,4.119726,0
0,1,34,47,2.2222289999999987,2.2222220000000004,0,20.487689500000002,6.341948,0
0,1,34,46,2.2222209999999976,2.2222220000000004,0,18.265464500000004,6.341948,0
0,0,33,47,2.2222289999999987,2.2222220000000004,0,20.487689500000002,4.119726,0
0,1,34,46,2.2222209999999976,2.2222220000000004,0,18.265464500000004,6.341948,0
0,1,33,46,2.2222209999999976,2.2222220000000004,0,18.265464500000004,4.119726,0
0,1,32,46,2.2222209999999976,2.222222,0,18.265464500000004,1.8975039999999999,0
0,1,32,47,2.2222289999999987,2.222222,0,20.487689500000002,1.8975039999999999,0
0,1,32,48,2.222225999999999,2.222222,0,22.709917,1.8975039999999999,0
0,1,33,48,2.222225999999999,2.2222220000000004,0,22.709917,4.119726,0
0,1,34,48,2.222225999999999,2.2222220000000004,0,22.709917,6.341948,0
0,1,34,47,2.2222289999999987,2.2222220000000004,0,20.487689500000002,6.341948,0
0,0,33,48,2.222225999999999,2.2222220000000004,0,22.709917,4.119726,0
0,1,34,47,2.2222289999999987,2.2222220000000004,0,20.487689500000002,6.341948,0
0,1,33,47,2.2222289999999987,2.2222220000000004,0,20.487689500000002,4.119726,0
0,1,32,47,2.2222289999999987,2.222222,0,20.487689500000002,1.8975039999999999,0
0,1,32,48,2.222225999999999,2.222222,0,22.709917,1.8975039999999999,0
0,1,32,49,2.222221000000001,2.222222,0,24.932140500000003,1.8975039999999999,0
0,1,33,49,2.222221000000001,2.2222220000000004,0,24.932140500000003,4.119726,0
0,1,34,49,2.222221000000001,2.2222220000000004,0,24.932140500000003,6.341948,0
0,1,34,48,2.222225999999999,2.2222220000000004,0,22.709917,6.341948,0
0,0,33,49,2.222221000000001,2.2222220000000004,0,24.932140500000003,4.119726,0
0,1,34,48,2.222225999999999,2.2222220000000004,0,22.709917,6.341948,0
0,1,33,48,2.222225999999999,2.2222220000000004,0,22.709917,4.119726,0
0,1,32,48,2.222225999999999,2.222222,0,22.709917,1.8975039999999999,0
0,1,32,49,2.222221000000001,2.222222,0,24.932140500000003,1.8975039999999999,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,34,49,2.222221000000001,2.2222220000000004,0,24.932140500000003,6.341948,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,34,0,2.2222209999999905,2.2222220000000004,0,-83.9567605,6.341948,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,33,0,2.2222209999999905,2.2222220000000004,0,-83.9567605,4.119726,0
0,1,33,1,2.2222220000000164,2.2222220000000004,0,-81.734539,4.119726,0
0,1,34,1,2.2222220000000164,2.2222220000000004,0,-81.734539,6.341948,0
0,1,35,1,2.2222220000000164,2.2222230000000005,0,-81.734539,8.564170500000001,0
0,1,35,0,2.2222209999999905,2.2222230000000005,0,-83.9567605,8.564170500000001,0
0,0,34,1,2.2222220000000164,2.2222220000000004,0,-81.734539,6.341948,0
0,1,35,0,2.2222209999999905,2.2222230000000005,0,-83.9567605,8.564170500000001,0
0,1,34,0,2.2222209999999905,2.2222220000000004,0,-83.9567605,6.341948,0
0,1,33,0,2.2222209999999905,2.2222220000000004,0,-83.9567605,4.119726,0
0,1,33,1,2.2222220000000164,2.2222220000000004,0,-81.734539,4.119726,0
0,1,33,2,2.2222289999999703,2.2222220000000004,0,-79.5123135,4.119726,0
0,1,34,2,2.2222289999999703,2.2222220000000004,0,-79.5123135,6.341948,0
0,1,35,2,2.2222289999999703,2.2222230000000005,0,-79.5123135,8.564170500000001,0
0,1,35,1,2.2222220000000164,2.2222230000000005,0,-81.734539,8.564170500000001,0
0,0,34,2,2.2222289999999703,2.2222220000000004,0,-79.5123135,6.341948,0
0,1,35,1,2.2222220000000164,2.2222230000000005,0,-81.734539,8.564170500000001,0
0,1,34,1,2.2222220000000164,2.2222220000000004,0,-81.734539,6.341948,0
0,1,33,1,2.2222220000000164,2.2222220000000004,0,-81.734539,4.119726,0
0,1,33,2,2.2222289999999703,2.2222220000000004,0,-79.5123135,4.119726,0
0,1,33,3,2.222213000000039,2.2222220000000004,0,-77.2900925,4.119726,0
0,1,34,3,2.222213000000039,2.2222220000000004,0,-77.2900925,6.341948,0
0,1,35,3,2.222213000000039,2.2222230000000005,0,-77.2900925,8.564170500000001,0
0,1,35,2,2.2222289999999703,2.2222230000000005,0,-79.5123135,8.564170500000001,0
0,0,34,3,2.222213000000039,2.2222220000000004,0,-77.2900925,6.341948,0
0,1,35,2,2.2222289999999703,2.2222230000000005,0,-79.5123135,8.564170500000001,0
0,1,34,2,2.2222289999999703,2.2222220000000004,0,-79.5123135,6.341948,0
0,1,33,2,2.2222289999999703,2.2222220000000004,0,-79.5123135,4.119726,0
0,1,33,3,2.222213000000039,2.2222220000000004,0,-77.2900925,4.119726,0
0,1,33,4,2.2222289999999845,2.2222220000000004,0,-75.0678715,4.119726,0
0,1,34,4,2.2222289999999845,2.2222220000000004,0,-75.0678715,6.341948,0
0,1,35,4,2.2222289999999845,2.2222230000000005,0,-75.0678715,8.564170500000001,0
0,1,35,3,2.222213000000039,2.2222230000000005,0,-77.2900925,8.564170500000001,0
0,0,34,4,2.2222289999999845,2.2222220000000004,0,-75.0678715,6.341948,0
0,1,35,3,2.222213000000039,2.2222230000000005,0,-77.2900925,8.564170500000001,0
0,1,34,3,2.222213000000039,2.2222220000000004,0,-77.2900925,6.341948,0
0,1,33,3,2.222213000000039,2.2222220000000004,0,-77.2900925,4.119726,0
0,1,33,4,2.2222289999999845,2.2222220000000004,0,-75.0678715,4.119726,0
0,1,33,5,2.2222139999999797,2.2222220000000004,0,-72.84565,4.119726,0
0,1,34,5,2.2222139999999797,2.2222220000000004,0,-72.84565,6.341948,0
0,1,35,5,2.2222139999999797,2.2222230000000005,0,-72.84565,8.564170500000001,0
0,1,35,4,2.2222289999999845,2.2222230000000005,0,-75.0678715,8.564170500000001,0
0,0,34,5,2.2222139999999797,2.2222220000000004,0,-72.84565,6.341948,0
0,1,35,4,2.2222289999999845,2.2222230000000005,0,-75.0678715,8.564170500000001,0
0,1,34,4,2.2222289999999845,2.2222220000000004,0,-75.0678715,6.341948,0
0,1,33,4,2.2222289999999845,2.2222220000000004,0,-75.0678715,4.119726,0
0,1,33,5,2.2222139999999797,2.2222220000000004,0,-72.84565,4.119726,0
0,1,33,6,2.222229000000013,2.2222220000000004,0,-70.62342850000002,4.119726,0
0,1,34,6,2.222229000000013,2.2222220000000004,0,-70.62342850000002,6.341948,0
0,1,35,6,2.222229000000013,2.2222230000000005,0,-70.62342850000002,8.564170500000001,0
0,1,35,5,2.2222139999999797,2.2222230000000005,0,-72.84565,8.564170500000001,0
0,0,34,6,2.222229000000013,2.2222220000000004,0,-70.62342850000002,6.341948,0
0,1,35,5,2.2222139999999797,2.2222230000000005,0,-72.84565,8.564170500000001,0
0,1,34,5,2.2222139999999797,2.2222220000000004,0,-72.84565,6.341948,0
0,1,33,5,2.2222139999999797,2.2222220000000004,0,-72.84565,4.119726,0
0,1,33,6,2.222229000000013,2.2222220000000004,0,-70.62342850000002,4.119726,0
0,1,33,7,2.222222000000002,2.2222220000000004,0,-68.40120300000001,4.119726,0
0,1,34,7,2.222222000000002,2.2222220000000004,0,-68.40120300000001,6.341948,0
0,1,35,7,2.222222000000002,2.2222230000000005,0,-68.40120300000001,8.564170500000001,0
0,1,35,6,2.222229000000013,2.2222230000000005,0,-70.62342850000002,8.564170500000001,0
0,0,34,7,2.222222000000002,2.2222220000000004,0,-68.40120300000001,6.341948,0
0,1,35,6,2.222229000000013,2.2222230000000005,0,-70.62342850000002,8.564170500000001,0
0,1,34,6,2.222229000000013,2.2222220000000004,0,-70.62342850000002,6.341948,0
0,1,33,6,2.222229000000013,2.2222220000000004,0,-70.62342850000002,4.119726,0
0,1,33,7,2.222222000000002,2.2222220000000004,0,-68.40120300000001,4.119726,0
0,1,33,8,2.2222210000000047,2.2222220000000004,0,-66.17898149999999,4.119726,0
0,1,34,8,2.2222210000000047,2.2222220000000004,0,-66.17898149999999,6.341948,0
0,1,35,8,2.2222210000000047,2.2222230000000005,0,-66.17898149999999,8.564170500000001,0
0,1,35,7,2.222222000000002,2.2222230000000005,0,-68.40120300000001,8.564170500000001,0
0,0,34,8,2.2222210000000047,2.2222220000000004,0,-66.17898149999999,6.341948,0
0,1,35,7,2.222222000000002,2.2222230000000005,0,-68.40120300000001,8.564170500000001,0
0,1,34,7,2.222222000000002,2.2222220000000004,0,-68.40120300000001,6.341948,0
0,1,33,7,2.222222000000002,2.2222220000000004,0,-68.40120300000001,4.119726,0
0,1,33,8,2.2222210000000047,2.2222220000000004,0,-66.17898149999999,4.119726,0
0,1,33,9,2.2222209999999976,2.2222220000000004,0,-63.9567605,4.119726,0
0,1,34,9,2.2222209999999976,2.2222220000000004,0,-63.9567605,6.341948,0
0,1,35,9,2.2222209999999976,2.2222230000000005,0,-63.9567605,8.564170500000001,0
0,1,35,8,2.2222210000000047,2.2222230000000005,0,-66.17898149999999,8.564170500000001,0
0,0,34,9,2.2222209999999976,2.2222220000000004,0,-63.9567605,6.341948,0
0,1,35,8,2.2222210000000047,2.2222230000000005,0,-66.17898149999999,8.564170500000001,0
0,1,34,8,2.2222210000000047,2.2222220000000004,0,-66.17898149999999,6.341948,0
0,1,33,8,2.2222210000000047,2.2222220000000004,0,-66.17898149999999,4.119726,0
0,1,33,9,2.2222209999999976,2.2222220000000004,0,-63.9567605,4.119726,0
0,1,33,10,2.222221999999995,2.2222220000000004,0,-61.734539,4.119726,0
0,1,34,10,2.222221999999995,2.2222220000000004,0,-61.734539,6.341948,0
0,1,35,10,2.222221999999995,2.2222230000000005,0,-61.734539,8.564170500000001,0
0,1,35,9,2.2222209999999976,2.2222230000000005,0,-63.9567605,8.564170500000001,0
0,0,34,10,2.222221999999995,2.2222220000000004,0,-61.734539,6.341948,0
0,1,35,9,2.2222209999999976,2.2222230000000005,0,-63.9567605,8.564170500000001,0
0,1,34,9,2.2222209999999976,2.2222220000000004,0,-63.9567605,6.341948,0
0,1,33,9,2.2222209999999976,2.2222220000000004,0,-63.9567605,4.119726,0
0,1,33,10,2.222221999999995,2.2222220000000004,0,-61.734539,4.119726,0
0,1,33,11,2.2222250000000088,2.2222220000000004,0,-59.5123155,4.119726,0
0,1,34,11,2.2222250000000088,2.2222220000000004,0,-59.5123155,6.341948,0
0,1,35,11,2.2222250000000088,2.2222230000000005,0,-59.5123155,8.564170500000001,0
0,1,35,10,2.222221999999995,2.2222230000000005,0,-61.734539,8.564170500000001,0
0,0,34,11,2.2222250000000088,2.2222220000000004,0,-59.5123155,6.341948,0
0,1,35,10,2.222221999999995,2.2222230000000005,0,-61.734539,8.564170500000001,0
0,1,34,10,2.222221999999995,2.2222220000000004,0,-61.734539,6.341948,0
0,1,33,10,2.222221999999995,2.2222220000000004,0,-61.734539,4.119726,0
0,1,33,11,2.2222250000000088,2.2222220000000004,0,-59.5123155,4.119726,0
0,1,33,12,2.2222249999999875,2.2222220000000004,0,-57.290090500000005,4.119726,0
0,1,34,12,2.2222249999999875,2.2222220000000004,0,-57.290090500000005,6.341948,0
0,1,35,12,2.2222249999999875,2.2222230000000005,0,-57.290090500000005,8.564170500000001,0
0,1,35,11,2.2222250000000088,2.2222230000000005,0,-59.5123155,8.564170500000001,0
0,0,34,12,2.2222249999999875,2.2222220000000004,0,-57.290090500000005,6.341948,0
0,1,35,11,2.2222250000000088,2.2222230000000005,0,-59.5123155,8.564170500000001,0
0,1,34,11,2.2222250000000088,2.2222220000000004,0,-59.5123155,6.341948,0
0,1,33,11,2.2222250000000088,2.2222220000000004,0,-59.5123155,4.119726,0
0,1,33,12,2.2222249999999875,2.2222220000000004,0,-57.290090500000005,4.119726,0
0,1,33,13,2.2222210000000118,2.2222220000000004,0,-55.067867500000006,4.119726,0
0,1,34,13,2.2222210000000118,2.2222220000000004,0,-55.067867500000006,6.341948,0
0,1,35,13,2.2222210000000118,2.2222230000000005,0,-55.067867500000006,8.564170500000001,0
0,1,35,12,2.2222249999999875,2.2222230000000005,0,-57.290090500000005,8.564170500000001,0
0,0,34,13,2.2222210000000118,2.2222220000000004,0,-55.067867500000006,6.341948,0
0,1,35,12,2.2222249999999875,2.2222230000000005,0,-57.290090500000005,8.564170500000001,0
0,1,34,12,2.2222249999999875,2.2222220000000004,0,-57.290090500000005,6.341948,0
0,1,33,12,2.2222249999999875,2.2222220000000004,0,-57.290090500000005,4.119726,0
